budget,release_date,revenue,title,Vote_Average
8000000,1925,10629321,The Boondock Saints II: All Saints Day,137
0,1925,0,Damsels in Distress,137
0,1925,0,Better Luck Tomorrow,137
75000000,1930,335062621,The Rock,137.67
40000000,1930,191185897,The Living Daylights,137.67
30000000,1930,42886719,A Lot Like Love,137.67
15000000,1930,21000000,Flicka,137.67
0,1930,0,The City of Your Final Destination,137.67
0,1930,0,Creature,137.67
0,1930,0,The Incredibly True Adventure of Two Girls In Love,137.67
80000000,1926,660940780,Ice Age: The Meltdown,139.25
40000000,1926,126248813,Predators,139.25
23000000,1926,46152800,Eddie the Eagle,139.25
15000000,1926,0,The Hills Have Eyes 2,139.25
0,1926,25288872,Enough Said,139.25
3000000,1926,11947954,Bachelorette,139.25
0,1926,0,Chuck & Buck,139.25
75000000,1925,196482882,50 First Dates,140
50000000,1926,90450008,Hairspray,140
80000000,1930,78000586,Exorcist: The Beginning,140
0,1925,0,Legal Eagles,140
40000000,1926,92913171,Secret Window,140
40000000,1930,114830111,The Lake House,140
25000000,1925,21567853,He Got Game,140
25000000,1926,22200000,Don Juan DeMarco,140
25000000,1930,114977104,Dear John,140
14000000,1925,38574362,Urban Legends: Final Cut,140
0,1926,0,Tuck Everlasting,140
20000000,1930,22165608,The Marine,140
8000000,1925,74952305,Easy A,140
0,1926,8880705,The Inkwell,140
8000000,1930,8279017,Shadow of the Vampire,140
0,1925,0,Brave New Girl,140
0,1926,0,Tim and Eric's Billion Dollar Movie,140
2700000,1930,0,Summer Storm,140
250000,1925,0,American Desi,140
300000,1926,0,Amidst the Devil's Wings,140
250000,1930,501818,Cube,140
75000000,1953,0,Inspector Gadget,140.08
43000000,1953,91974818,The Skeleton Key,140.08
25000000,1953,23580000,The Losers,140.08
15000000,1953,20566327,Keanu,140.08
8000000,1953,10130000,Prom,140.08
0,1953,0,Fort McCoy,140.08
0,1953,0,Love and Other Catastrophes,140.08
75000000,1926,117698894,Now You See Me,141.92
0,1926,51854875,The Odd Life of Timothy Green,141.92
25000000,1926,36993168,Don't Be Afraid of the Dark,141.92
15000000,1926,20529194,Country Strong,141.92
8000000,1926,0,The Pallbearer,141.92
0,1926,0,Chain Letter,141.92
250,1926,203,I Married a Strange Person!,141.92
80000000,1927,271430189,Grown Ups,143.08
40000000,1927,84601681,Made of Honor,143.08
25000000,1927,40452643,War,143.08
15000000,1927,17507368,Disturbing Behavior,143.08
0,1927,0,Held Up,143.08
3000000,1927,0,Just Looking,143.08
0,1927,0,November,143.08
60000000,1930,219417255,The Terminal,143.67
40000000,1930,67347013,Jersey Boys,143.67
25000000,1930,17000000,Punch-Drunk Love,143.67
15000000,1930,35485608,The Place Beyond the Pines,143.67
8000000,1930,0,Woman on Top,143.67
3000000,1930,22000,The Divide,143.67
250000,1930,3542353,Like Crazy,143.67
35000000,1930,73034460,Hotel for Dogs,144.25
40000000,1930,45916769,The Rainmaker,144.25
25000000,1930,20796847,EuroTrip,144.25
15000000,1930,32556119,The November Man,144.25
0,1930,25966555,Howards End,144.25
0,1930,0,The Eclipse,144.25
0,1930,0,Teeth and Blood,144.25
75000000,1930,215663859,Vertical Limit,145.5
40000000,1930,141591324,Gothika,145.5
13000000,1930,0,Half Past Dead,145.5
15000000,1930,0,Eye of the Beholder,145.5
8000000,1930,5659286,Anomalisa,145.5
3000000,1930,3387000,Demonic,145.5
0,1930,0,Sugar Town,145.5
75000000,1939,119000410,Charlie Wilson's War,145.67
36000000,1939,74000000,Amistad,145.67
26000000,1939,0,Unaccompanied Minors,145.67
15000000,1939,42000000,The Hurt Locker,145.67
8000000,1939,18124262,Another Year,145.67
0,1939,0,My Big Fat Independent Movie,145.67
0,1939,0,The Motel,145.67
75000000,1925,367275019,Shark Tale,147
40000000,1925,0,Medicine Man,147
0,1925,0,"Bright Lights, Big City",147
15000000,1925,17080167,Firestarter,147
8000000,1925,0,8 Women,147
0,1925,0,The Deported,147
250000,1925,56825,The Canyons,147
70000000,1915,154937680,Dreamgirls,148.17
40000000,1915,41797066,Aliens vs Predator: Requiem,148.17
0,1915,0,The Adventures of Pinocchio,148.17
15000000,1915,37930465,Killing Them Softly,148.17
8000000,1915,2275557,Showdown in Little Tokyo,148.17
0,1915,0,Tanner Hall,148.17
0,1915,0,On the Outs,148.17
53000000,1938,95226116,Be Cool,149.08
40000000,1938,0,Ri¢hie Ri¢h,149.08
25000000,1938,15431177,The Greatest Game Ever Played,149.08
15000000,1938,31554855,A Most Wanted Man,149.08
0,1938,0,Clay Pigeons,149.08
3000000,1938,0,Open Road,149.08
0,1938,0,Shotgun Stories,149.08
70000000,1910,130358911,Munich,150
70000000,1910,85632458,Tears of the Sun,150
75000000,1910,98159963,Killers,150
75000000,1910,108145109,The Man from U.N.C.L.E.,150
80000000,1910,55041367,Spanglish,150
75000000,1910,140175006,Monster House,150
75000000,1912,67631903,Bandits,150
55000000,1913,127600435,First Knight,150
75000000,1914,0,Anna and the King,150
75000000,1914,226904017,Immortals,150
52000000,1915,77944725,Hostage,150
75000000,1915,36754634,Titan A.E.,150
75000000,1915,51142659,Hollywood Homicide,150
75000000,1915,14567883,Soldier,150
0,1915,5802422,Carriers,150
75000000,1916,5409517,Monkeybone,150
45000000,1916,21009180,Flight of the Phoenix,150
75000000,1916,248118121,Unbreakable,150
74000000,1916,1156730962,Minions,150
82000000,1916,89792502,Sucker Punch,150
73000000,1916,103891409,Snake Eyes,150
75000000,1916,13100000,Sphere,150
73000000,1916,349779543,The Angry Birds Movie,150
70000000,1916,111231041,Fool's Gold,150
75000000,1916,61458982,Funny People,150
70000000,1916,86658558,The Kingdom,150
72500000,1917,162966177,Talladega Nights: The Ballad of Ricky Bobby,150
70000000,1917,176104344,Dr. Dolittle 2,150
72000000,1920,210000000,Braveheart,150
72000000,1920,96889998,Jarhead,150
75000000,1920,527068851,The Simpsons Movie,150
72000000,1920,37317558,The Majestic,150
94000000,1920,54744738,Driven,150
74500000,1920,62172050,Two Brothers,150
60000000,1920,256697520,The Village,150
71000000,1920,294456605,Doctor Dolittle,150
72000000,1920,408247917,Signs,150
150000000,1922,919838758,Shrek 2,150
120000000,1922,461983149,Cars,150
70000000,1922,309457509,Runaway Bride,150
70000000,1922,277448382,xXx,150
74000000,1922,311594032,The SpongeBob Movie: Sponge Out of Water,150
80000000,1925,309492681,Ransom,150
70000000,1925,319131050,Inglourious Basterds,150
70000000,1925,300854823,Hook,150
70000000,1926,240031094,Die Hard 2,150
80000000,1926,116643346,S.W.A.T.,150
68000000,1927,203388341,Vanilla Sky,150
75000000,1927,42285169,Lady in the Water,150
70000000,1927,171183863,AVP: Alien vs. Predator,150
75000000,1928,443140005,Alvin and the Chipmunks: The Squeakquel,150
75000000,1928,114660784,We Were Soldiers,150
70000000,1928,161025640,Olympus Has Fallen,150
70000000,1929,118000000,Star Trek: Insurrection,150
70000000,1929,202466756,Battle: Los Angeles,150
70000000,1930,122919055,Big Fish,150
0,1930,0,Wolf,150
66000000,1930,177584879,War Horse,150
70000000,1930,154984035,The Monuments Men,150
70000000,1930,90000098,The Abyss,150
70000000,1930,134748021,Wall Street: Money Never Sleeps,150
70000000,1931,215529201,Dracula Untold,150
70000000,1935,116672912,The Siege,150
70000000,1936,135560026,Stardust,150
70000000,1939,131457682,Seven Years in Tibet,150
70000000,1940,67112664,The Dilemma,150
70000000,1940,65977295,Bad Company,150
60000000,1940,55987321,Doom,150
70000000,1945,33561137,I Spy,150
70000000,1952,160112671,Underworld: Awakening,150
75000000,1958,59418613,Rock of Ages,150
70000000,1963,32287044,Hart's War,150
66000000,2010,57777106,Killer Elite,150
0,2013,0,Rollerball,150
65000000,1910,0,Autumn in New York,150
40000000,1910,145896422,Music and Lyrics,150
40000000,1910,97552050,Paul,150
40000000,1910,41863726,The Guilt Trip,150
40000000,1910,97138686,Scream 4,150
40000000,1910,96618699,8MM,150
38000000,1912,34416893,The Doors,150
40000000,1913,126069509,Sex Tape,150
40000000,1914,36037909,Hanging Up,150
47000000,1914,157887643,Final Destination 5,150
0,1915,0,Mickey Blue Eyes,150
40000000,1915,55707411,Pay It Forward,150
30000000,1915,50451307,Fever Pitch,150
40000000,1915,0,Drillbit Taylor,150
0,1915,0,A Million Ways to Die in the West,150
25000000,1916,48063435,The Shadow,150
40000000,1916,55247881,Extremely Loud & Incredibly Close,150
40000000,1916,58785180,Morning Glory,150
40000000,1916,46442528,Get Rich or Die Tryin',150
40000000,1916,30199105,The Art of War,150
40000000,1916,31670620,Rent,150
40000000,1916,0,Bless the Child,150
75000000,1916,29000000,The Out-of-Towners,150
40000000,1916,49627779,The Island of Dr. Moreau,150
40000000,1916,27053815,The Musketeer,150
35000000,1916,0,The Other Boleyn Girl,150
40000000,1917,65754228,Sweet November,150
40000000,1917,62771059,The Reaping,150
500000,1920,3000000,Mean Streets,150
40000000,1920,24332324,Renaissance Man,150
40000000,1920,60965854,Colombiana,150
40000000,1920,38172500,Quest for Camelot,150
40000000,1920,22433915,City By The Sea,150
0,1920,0,At First Sight,150
40000000,1920,46546197,Torque,150
0,1920,0,City Hall,150
45000000,1920,20350754,Showgirls,150
40000000,1922,60474340,Marie Antoinette,150
40000000,1922,0,Kiss of Death,150
63600000,1922,19412993,Get Carter,150
42000000,1922,180274123,The Impossible,150
55000000,1922,14375181,Ishtar,150
40000000,1925,46471023,Fantastic Mr. Fox,150
40000000,1925,16872671,Life or Something Like It,150
40000000,1925,14358033,Memoirs of an Invisible Man,150
10000000,1926,173921954,Amélie,150
0,1926,0,New York Minute,150
60000000,1927,13395939,Alfie,150
40000000,1927,24719215,Big Miracle,150
38000000,1927,28121100,The Deep End of the Ocean,150
40000000,1928,18902015,FearDotCom,150
40000000,1928,28169671,Cirque du Freak: The Vampire's Assistant,150
40000000,1928,19322135,Duplex,150
0,1929,0,Soul Men,150
0,1929,0,Raise the Titanic,150
45000000,1930,10667893,Universal Soldier: The Return,150
33000000,1930,20645327,Pandorum,150
40000000,1930,0,Impostor,150
40000000,1930,10959475,Extreme Ops,150
0,1930,0,Just Visiting,150
50000000,1930,32017803,Sunshine,150
40000000,1931,22044277,A Thousand Words,150
40000000,1935,0,Delgo,150
40000000,1936,13644292,The Gunman,150
40000000,1939,23937870,Stormbreaker,150
20000000,1940,117760134,Disturbia,150
20000000,1940,7563728,Hackers,150
0,1940,0,The Hunting Party,150
30000000,1945,0,The Hudsucker Proxy,150
40000000,1952,0,The Warlords,150
25000000,1958,0,Nomad: The Warrior,150
39200000,1963,86758912,Snowpiercer,150
25000000,2010,0,A Monster in Paris,150
0,2013,0,The Last Shot,150
30000000,1910,33333531,The Box,150
8000000,1910,0,The Ruins,150
25000000,1910,24362772,The Next Best Thing,150
25000000,1910,19829957,My Soul to Take,150
25000000,1910,30411183,The Girl Next Door,150
25000000,1910,51702483,Maximum Risk,150
0,1912,0,Stealing Harvard,150
25000000,1913,42972994,Legend,150
0,1914,14334401,Hot Rod,150
28000000,1914,10126458,Shark Night,150
25,1915,13,Angela's Ashes,150
25000000,1915,28831145,Draft Day,150
25000000,1915,0,Lifeforce,150
25000000,1915,15478800,The Conspirator,150
25000000,1915,13411957,Lords of Dogtown,150
25000000,1916,24902723,The 33,150
25000000,1916,11000000,Big Trouble in Little China,150
0,1916,0,Fly Me to the Moon,150
25000000,1916,23057115,Warrior,150
28000000,1916,16900000,Michael Collins,150
0,1916,25000000,Gettysburg,150
25000000,1916,11207130,Stop-Loss,150
25000000,1916,10719357,Abandon,150
25000000,1916,13000000,Brokedown Palace,150
14000000,1916,85446075,The Possession,150
25000000,1916,10070000,Mrs. Winterbourne,150
25000000,1917,10324441,Straw Dogs,150
25000000,1917,11772461,The Hoax,150
0,1920,0,Stone Cold,150
32000000,1920,27635305,The Road,150
25000000,1920,5778353,Sheena,150
0,1920,0,Underclassman,150
25000000,1920,0,Say It Isn't So,150
25000000,1920,0,The World's Fastest Indian,150
25000000,1920,4064495,Tank Girl,150
0,1920,0,King's Ransom,150
25000000,1920,19844979,Blindness,150
25000000,1922,2405420,BloodRayne,150
25000000,1922,27603069,Carnage,150
25000000,1922,0,Where the Truth Lies,150
0,1922,34153101,Cirque du Soleil: Worlds Away,150
25000000,1922,777423,Without Limits,150
25000000,1925,2336172,Me and Orson Welles,150
13500000,1925,19255873,The Best Offer,150
25000000,1925,10589102,The Bad Lieutenant: Port of Call - New Orleans,150
0,1926,0,A Turtle's Tale: Sammy's Adventures,150
25000000,1926,48531470,Little White Lies,150
0,1927,0,Love Ranch,150
0,1927,0,The True Story of Puss 'n Boots,150
25000000,1927,6500000,Space Dogs,150
25000000,1928,71009334,The Counselor,150
25000000,1928,0,Ironclad,150
25000000,1928,3052000,Waterloo,150
25000000,1929,0,Kung Fu Jungle,150
25000000,1929,0,Red Sky,150
14000000,1930,34670720,Dangerous Liaisons,150
25000000,1930,8784318,On the Road,150
24000000,1930,133000000,Star Trek IV: The Voyage Home,150
24000000,1930,155721132,Rocky Balboa,150
24000000,1930,172363301,Scream 2,150
25000000,1930,1397284,Jane Got a Gun,150
24000000,1931,70181428,Think Like a Man Too,150
41300000,1935,106371651,The Whole Nine Yards,150
8200000,1936,80035402,Footloose,150
24000000,1939,87055349,Old School,150
24000000,1940,41895491,The Fisher King,150
65000000,1940,40002112,I Still Know What You Did Last Summer,150
24000000,1940,36609995,Return to Me,150
24000000,1945,42105111,Zack and Miri Make a Porno,150
24000000,1952,0,Nurse Betty,150
24000000,1958,68729358,The Men Who Stare at Goats,150
0,1963,0,Double Take,150
40000000,2010,0,"Girl, Interrupted",150
17000000,2013,16980098,Win a Date with Tad Hamilton!,150
0,1910,0,Freddy Got Fingered,150
0,1910,0,VeggieTales: The Pirates Who Don't Do Anything,150
15000000,1910,22730842,U2 3D,150
25000000,1910,15843608,Highlander: Endgame,150
0,1910,0,Idlewild,150
15000000,1910,59389433,One Day,150
15000000,1912,16633035,Whip It,150
15000000,1913,12000000,Knockaround Guys,150
0,1914,0,Confidence,150
0,1914,0,The Muse,150
20000000,1915,0,De-Lovely,150
15000000,1915,0,New York Stories,150
0,1915,0,Barney's Great Adventure,150
15000000,1915,15608545,The Man with the Iron Fists,150
15000000,1915,10443316,Home Fries,150
0,1916,0,Here On Earth,150
15000000,1916,0,Brazil,150
15000000,1916,14867514,Raise Your Voice,150
15000000,1916,46189568,The Big Lebowski,150
15000000,1916,10903846,Black Snake Moan,150
15000000,1916,9237470,Dark Blue,150
16000000,1916,18928871,A Mighty Heart,150
15000000,1916,9902115,Whatever It Takes,150
20000000,1916,8586376,Boat Trip,150
0,1916,0,The Importance of Being Earnest,150
0,1916,0,The Love Letter,150
0,1917,0,Hoot,150
15000000,1917,34533783,In Bruges,150
15,1920,0,Peeples,150
15000000,1920,8762890,The Rocker,150
15000000,1920,6405245,Post Grad,150
15000000,1920,8138788,Promised Land,150
15000000,1920,35097815,Whatever Works,150
15000000,1920,5217498,The In Crowd,150
15000000,1920,12036149,The Three Burials of Melquiades Estrada,150
0,1920,0,Jakob the Liar,150
15000000,1920,15785148,Kiss Kiss Bang Bang,150
25000000,1922,4152230,Idle Hands,150
15000000,1922,20117339,Mulholland Drive,150
0,1922,0,Blood and Chocolate,150
22000000,1922,0,You Will Meet a Tall Dark Stranger,150
15000000,1922,9455232,Never Let Me Go,150
0,1925,0,The Company,150
15000000,1925,5926410,Transsiberian,150
15000000,1925,0,The Clan of the Cave Bear,150
0,1926,0,Crazy in Alabama,150
15000000,1926,7938872,Funny Games,150
0,1927,0,Listening,150
0,1927,0,Felicia's Journey,150
92620000,1927,650422,Metropolis,150
12000000,1928,9584131,District B13,150
8000000,1928,529766,Things to Do in Denver When You're Dead,150
15000000,1928,632542,The Assassin,150
15000000,1929,0,Buffalo Soldiers,150
0,1929,0,The Return,150
8500000,1930,8936663,Ong Bak 2,150
12000000,1930,6814789,Centurion,150
15000000,1930,76382,Silent Trigger,150
15000000,1930,3533227,The Midnight Meat Train,150
15000000,1930,0,Winnie Mandela,150
15000000,1930,0,The Son of No One,150
15000000,1931,23000,All The Queen's Men,150
15000000,1935,20380,The Good Night,150
0,1936,0,Bathory: Countess of Blood,150
20000000,1939,27187375,Khumba,150
7000000,1940,0,Automata,150
0,1940,0,Dungeons & Dragons: Wrath of the Dragon God,150
15000000,1940,0,Chiamatemi Francesco - Il Papa della gente,150
15000000,1945,0,Shinjuku Incident,150
0,1952,0,Pandaemonium,150
14600000,1958,70906973,Groundhog Day,150
14800000,1963,122513057,Magic Mike XXL,150
14500000,2010,147298761,Romeo + Juliet,150
10000000,2013,17511906,Sarah's Key,150
8000000,1910,6491240,It's Kind of a Funny Story,150
7200000,1910,0,Made in Dagenham,150
0,1910,92,When Did You Last See Your Father?,150
8000000,1910,589304,Prefontaine,150
0,1910,0,The Wicked Lady,150
0,1910,0,The Secret of Kells,150
8000000,1912,63464861,Begin Again,150
8000000,1913,852872,Down in the Valley,150
8000000,1914,458232,Brooklyn Rules,150
0,1914,0,Restless,150
0,1915,0,The Singing Detective,150
0,1915,0,The Land Girls,150
8000000,1915,426224,Fido,150
0,1915,0,The Wendell Baker Story,150
8000000,1915,3453043,Wild Target,150
8000000,1916,0,Pathology,150
0,1916,0,Wuthering Heights,150
8000000,1916,143451,10th & Wolf,150
0,1916,0,Dear Wendy,150
8000000,1916,53086,Aloft,150
8000000,1916,553171,Akira,150
22000000,1916,413454,The Death and Life of Bobby Z,150
8000000,1916,2019009,The Rocket: The Legend of Rocket Richard,150
0,1916,0,Swelter,150
0,1916,0,My Lucky Star,150
0,1916,2455831,Imagine Me & You,150
8000000,1917,0,Mr. Church,150
7800000,1917,22441323,Swimming Pool,150
0,1920,0,Green Street Hooligans: Underground,150
0,1920,882290,The Blood of Heroes,150
8000000,1920,0,Code of Honor,150
7500000,1920,145793296,Driving Miss Daisy,150
0,1920,0,Soul Food,150
7500000,1920,32392047,Rumble in the Bronx,150
7700000,1920,0,Far from Men,150
6500000,1920,24793509,Thank You for Smoking,150
10200000,1920,35619521,Hostel: Part II,150
7500000,1922,26096852,An Education,150
10284523,1922,11588205,Shopgirl,150
7500000,1922,0,The Hotel New Hampshire,150
6500000,1922,12633747,Narc,150
7500000,1922,4245870,Men with Brooms,150
0,1925,0,Witless Protection,150
7500000,1925,3347647,The Work and the Glory,150
8000000,1925,10848783,Extract,150
0,1926,0,Masked and Anonymous,150
0,1926,0,Betty Fisher and Other Stories,150
7500000,1927,0,Code 46,150
7500000,1927,0,Outside Bet,150
8000000,1927,5634828,Albert Nobbs,150
12500000,1928,0,Black November,150
0,1928,0,Ta Ra Rum Pum,150
7300000,1928,0,Persepolis,150
0,1929,0,The Hole,150
7500000,1929,19000000,The Wave,150
7000000,1930,1333124,The Neon Demon,150
7300000,1930,10329747,Harry Brown,150
0,1930,2400000,The Omega Code,150
7500000,1930,231411584,Juno,150
7500000,1930,0,Pound of Flesh,150
7200000,1930,116019547,Diamonds Are Forever,150
6000000,1931,245066411,The Godfather,150
4000000,1935,92921203,Flashdance,150
7500000,1936,60722734,(500) Days of Summer,150
7000000,1939,116700000,The Piano,150
7000000,1940,167221571,Magic Mike,150
0,1940,0,Darkness Falls,150
7000000,1940,161777836,Live and Let Die,150
7000000,1945,0,My Dog Skip,150
0,1952,55447968,"Definitely, Maybe",150
6600000,1958,37710610,Jumping the Broom,150
7000000,1963,54600000,"Good Night, and Good Luck.",150
7000000,2010,49084830,Capote,150
7000000,2013,25405445,Desperado,150
0,1910,0,They Came Together,150
0,1910,0,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,150
3000000,1910,0,Never Back Down 2: The Beatdown,150
2500000,1910,3200000,Point Blank,150
3,1910,0,Four Single Fathers,150
0,1910,0,Enter the Dangerous Mind,150
3000000,1912,0,Something Wicked,150
3000000,1913,0,AWOL-72,150
0,1914,0,Iguana,150
3200000,1914,0,Chicago Overcoat,150
0,1915,0,Barry Munday,150
2900000,1915,5596708,Central Station,150
2900000,1915,5000000,Pocketful of Miracles,150
0,1915,0,Close Range,150
0,1915,0,Boynton Beach Club,150
3000000,1916,0,Amnesiac,150
3000000,1916,103735,Freakonomics,150
0,1916,0,High Tension,150
2902660,1916,0,Griff the Invisible,150
0,1916,0,Unnatural,150
8000000,1916,23563727,Hustle & Flow,150
2883848,1916,25000000,Some Like It Hot,150
2800000,1916,19170001,Friday the 13th Part VII: The New Blood,150
2777000,1916,33754967,The Wizard of Oz,150
2800000,1916,86273333,Young Frankenstein,150
2000000,1916,5364858,Diary of the Dead,150
0,1917,0,Lage Raho Munna Bhai,150
0,1917,0,Ulee's Gold,150
2700000,1920,37799643,The Black Stallion,150
0,1920,0,Sardaarji,150
0,1920,0,Journey to Saturn,150
2686000,1920,6600000,Donovan's Reef,150
0,1920,0,The Dress,150
2627000,1920,5363000,A Guy Named Joe,150
2600000,1920,119500000,Blazing Saddles,150
2600000,1920,32980880,Friday the 13th: The Final Chapter,150
2159280,1920,10700000,Ida,150
0,1922,0,Maurice,150
0,1922,0,Beer League,150
2600000,1922,3166000,Riding Giants,150
2600000,1922,553198,Timecrimes,150
0,1922,0,Silver Medalist,150
2600000,1925,0,Timber Falls,150
2540800,1925,7200000,Singin' in the Rain,150
0,1925,0,"Fat, Sick & Nearly Dead",150
2500000,1926,60141683,A Haunted House,150
2500000,1926,33400000,2016: Obama's America,150
0,1927,34585416,That Thing You Do!,150
2500000,1927,14400000,Halloween III: Season of the Witch,150
2500000,1927,12348905,Escape from the Planet of the Apes,150
2500000,1928,10000000,Hud,150
0,1928,32230907,Kevin Hart: Let Me Explain,150
2500000,1928,0,My Own Private Idaho,150
2500000,1929,26781723,Garden State,150
2500000,1929,5535405,Before Sunrise,150
0,1930,0,Evil Words,150
0,1930,0,Jesus' Son,150
0,1930,0,Saving Face,150
0,1930,0,Brick Lane,150
2500000,1930,3325038,Robot & Frank,150
0,1930,9726954,My Life Without Me,150
2500000,1931,6854611,The Spectacular Now,150
0,1935,0,Religulous,150
0,1936,0,Fuel,150
0,1939,0,Valley of the Heart's Delight,150
2500000,1940,71904,Eye of the Dolphin,150
0,1940,0,8: The Mormon Proposition,150
14000000,1940,0,The Other End of the Line,150
0,1945,0,Anatomy,150
2500000,1952,107559,Sleep Dealer,150
2500000,1958,324138,Super,150
0,1963,0,Christmas Mail,150
2500000,2010,0,Stung,150
35000000,2013,0,Antibirth,150
0,1910,0,Exam,150
250000,1910,0,The Sticky Fingers of Time,150
0,1910,0,Sunday School Musical,150
0,1910,0,Rust,150
250000,1910,0,Ink,150
250000,1910,0,The Christmas Bunny,150
0,1912,0,Butterfly,150
0,1913,0,UnDivided,150
0,1914,0,The Frozen,150
0,1914,0,Horse Camp,150
0,1915,0,Give Me Shelter,150
245000,1915,22000000,The Big Parade,150
0,1915,0,Little Big Top,150
250,1915,0,Along the Roadside,150
230000,1915,2260712,Bronson,150
0,1916,0,Western Religion,150
225000,1916,111300,Burn,150
0,1916,0,Urbania,150
100000,1916,27000000,The Stewardesses,150
210000,1916,5000000,"The Beast from 20,000 Fathoms",150
400000,1916,100000000,Mad Max,150
200000,1916,4505922,Swingers,150
200000,1916,14500000,A Fistful of Dollars,150
200000,1916,2200000,She Done Him Wrong,150
0,1916,0,Short Cut to Nirvana: Kumbh Mela,150
200000,1916,2295733,The Grace Card,150
0,1917,0,Middle of Nowhere,150
0,1917,2611555,Three,150
200000,1920,0,The Business of Fancydancing,150
0,1920,0,Call + Response,150
450000,1920,0,Malevolence,150
0,1920,0,Reality Show,150
13000000,1920,0,Super Hybrid,150
0,1920,0,Baghead,150
0,1920,0,American Beast,150
0,1920,0,The Case of the Grinning Cat,150
0,1920,0,Ordet,150
0,1922,0,Good Dick,150
0,1922,0,The Man from Earth,150
0,1922,0,The Trials Of Darryl Hunt,150
0,1922,0,Samantha: An American Girl Holiday,150
0,1922,0,Yesterday Was a Lie,150
0,1925,0,Theresa Is a Mother,150
0,1925,0,H.,150
0,1925,0,Archaeology of a Woman,150
180000,1926,900000,Children of Heaven,150
8000,1926,469947,Weekend,150
0,1927,0,She's Gotta Have It,150
0,1927,0,Butterfly Girl,150
0,1927,0,The World Is Mine,150
100000,1928,1776935,Another Earth,150
150000,1928,15200000,Sweet Sweetback's Baadasssss Song,150
200,1928,0,Perfect Cowboy,150
150000,1929,2891288,Tadpole,150
160000,1929,20710513,Once,150
0,1930,0,The Woman Chaser,150
0,1930,0,The Horse Boy,150
0,1930,0,When the Lights Went Out,150
0,1930,0,Heroes of Dirt,150
0,1930,0,A Charlie Brown Christmas,150
0,1930,0,Antarctic Edge: 70° South,150
0,1931,0,Aroused,150
0,1935,0,Top Spin,150
160000,1936,6706368,Roger & Me,150
0,1939,0,An American in Hollywood,150
0,1940,0,Sound of My Voice,150
0,1940,0,The Blood of My Brother: A Story of Death in Iraq,150
125000,1940,3200000,Your Sister's Sister,150
120000,1945,0,A Dog's Breakfast,150
120000,1952,0,The Married Woman,150
8500000,1958,15861566,The Birth of a Nation,150
0,1963,0,The Work and The Story,150
100000,2010,10178331,Facing the Giants,150
100000,2013,42664410,The Gallows,150
70000000,1930,19924033,Ballistic: Ecks vs. Sever,150.08
70000000,1966,19870567,Hard Rain,150.08
15000000,1930,94000000,The Crow,150.08
40000000,1966,100000000,Baahubali: The Beginning,150.08
24000000,1930,16290976,Muppets from Space,150.08
24000000,1966,21049053,The Wiz,150.08
14500000,1930,0,Freedom,150.08
14000000,1966,159157447,Unforgiven,150.08
9000000,1930,25000000,Logan's Run,150.08
7000000,1966,97572000,The Man with the Golden Gun,150.08
2400000,1930,5731103,Get on the Bus,150.08
0,1966,0,Thr3e,150.08
10000,1930,7000000,Eraserhead,150.08
0,1966,0,Hollywood Shuffle,150.08
75000000,1994,13596911,Osmosis Jones,150.58
39000000,1994,101229792,The Time Traveler's Wife,150.58
24000000,1994,12372410,Ready to Rumble,150.58
14200000,1994,674918,Manderlay,150.58
7000000,1994,20256975,Action Jackson,150.58
30000000,1994,495303,Idiocracy,150.58
0,1994,0,The Mighty,150.58
70000000,1924,18662027,Legends of Oz: Dorothy's Return,151.25
0,1924,69485490,Because I Said So,151.25
24000000,1924,8434146,Play It to the Bone,151.25
15000000,1924,377910544,Slumdog Millionaire,151.25
0,1924,0,The Descent,151.25
2500000,1924,0,The Rise of the Krays,151.25
0,1924,0,Penitentiary,151.25
70000000,1960,17752940,Blackhat,152.25
39000000,1960,35287788,Frankenweenie,152.25
24000000,1960,30551495,I Don't Know How She Does It,152.25
14000000,1960,320145693,Fatal Attraction,152.25
0,1960,21268532,Michael Jordan to the Max,152.25
2380000,1960,8176544,This Is England,152.25
0,1960,0,The Lost Skeleton of Cadavra,152.25
70000000,1930,57958696,Sky Captain and the World of Tomorrow,153.33
39000000,1930,38869464,Serenity,153.33
24000000,1930,83188165,Piranha 3D,153.33
14000000,1930,463000000,Pretty Woman,153.33
7000000,1930,36433975,Devil's Due,153.33
2500000,1930,0,U.F.O.,153.33
0,1930,0,Dude Where's My Dog?,153.33
70000000,1937,38629478,Basic Instinct 2,153.58
39000000,1937,6614280,Against the Ropes,153.58
23000000,1937,0,Beyond the Sea,153.58
0,1937,239606210,Crocodile Dundee II,153.58
7000000,1937,14702438,Flirting with Disaster,153.58
2361000,1937,6892000,Bathing Beauty,153.58
0,1937,0,Cheap Thrills,153.58
50000000,1917,122915111,Escape Plan,155
70000000,1917,61279452,The Legend of Hercules,155
68000000,1920,193000000,The Sum of All Fears,155
68000000,1920,698491347,The Twilight Saga: Eclipse,155
68000000,1920,71069884,The Score,155
69000000,1920,543513985,Despicable Me,155
60000000,1920,35431113,Money Train,155
68000000,1920,217022588,Ted 2,155
70000000,1925,39041505,Agora,155
68000000,1930,29762011,Mystery Men,155
36000000,1940,83160734,Hall Pass,155
39000000,1917,75850624,Superman III,155
